Id,Score
5569623,3
5549974,2
5550128,25
5550220,5
5571641,6
5571699,27
5535619,14
5535630,14
5542016,13
5547393,10
5547479,0
5553490,7
5558182,5
5572575,11
5572626,8
5572702,7
5537239,3
5543510,7
5554837,5
5559708,18
5574440,11
5517308,11
5522478,7
5532498,4
5542208,5
5552641,2
5563215,4
5574878,3
5570580,8
5575125,7
5575250,0
5575253,24
5564881,4
5564968,3
5564988,3
5565029,38
5576404,0
5576596,0
5530580,6
5530610,9
5530746,5
5552866,6
5562916,7
5568680,1
5577256,5
5573507,6
5573528,7
5573592,2
5573672,2
5580140,17
5585282,6
5564583,4
5564641,3
5575999,3
5576237,6
5586269,5
5490869,4
5490952,38
5496003,6
5523067,16
5523109,6
5533110,40
5575885,8
5592747,9
5580662,4
5592511,10
5592519,4
5582478,6
5582765,16
5587826,15
5593372,2
5577948,8
5583262,11
5583401,14
5594718,10
5551272,4
5556561,11
5561444,3
5584460,0
5589075,5
5589130,2
5595161,2
5567097,10
5573791,4
5584886,2
5585129,46
5595774,11
5595897,6
5572150,1
5576675,9
5576944,6
5582228,19
5597836,31
5597921,2
5571861,3
5594042,2
5594102,6
5600051,2
5594855,6
5595049,2
5599874,6
5564508,5
5579183,12
5584500,32
5595541,3
5600533,0
5593534,12
5599210,8
5599254,52
5603615,10
5603758,15
5603898,4
5595962,1
5605306,4
5605385,0
5605401,12
5605520,29
5605551,13
5602427,3
5602465,1
5607479,17
5602905,12
5602918,13
5608112,12
5608118,1
5586429,29
5598668,42
5602901,2
5607773,2
5607774,10
5607822,4
5607978,7
5595172,3
5595281,22
5600667,19
5600859,34
5610073,2
5575338,23
5585740,5
5606322,0
5611570,3
5585419,15
5590145,4
5590340,7
5596354,32
5612158,20
5579436,19
5579793,6
5585916,6
5607292,40
5607355,7
5612602,8
5613345,44
5613398,9
5613564,8
5613566,5
5612201,32
5616943,3
5617039,9
5613728,3
5613951,45
5619489,8
5619763,7
5592814,3
5598253,18
5603271,3
5603297,3
5608476,68
5608502,1
5620115,0
5610031,5
5610041,3
5615681,5
5621208,3
5626795,5
5612991,9
5618071,12
5629484,4
5601730,35
5607085,16
5611932,0
5622519,8
5633137,21
5593752,5
5608870,3
5631247,13
5636320,16
5609486,1
5614681,9
5614739,26
5619341,23
5635947,1
5636144,3
5610087,18
5610298,25
5624614,8
5629842,1
5635939,6
5623035,8
5628146,6
5628274,4
5643734,17
5616822,26
5622202,23
5627547,4
5632363,5
5632392,10
5643172,10
5628927,7
5639870,34
5644459,11
5615447,19
5615594,27
5621043,1
5621132,4
5625315,4
5625451,1
5630266,7
5640988,27
5651433,4
5618992,5
5623690,1
5629154,10
5644392,16
5650051,0
5626072,0
5631818,0
5647313,8
5652728,25
5643773,10
5648282,1
5653097,14
5653130,5
5621627,21
5627371,20
5638231,2
5638416,9
5649030,9
5654534,9
5650705,35
5656186,1
5656328,2
5656357,1
5651894,6
5656432,8
5656554,9
5656670,5
5646539,12
5646549,6
5657528,10
5625689,6
5631447,10
5631489,9
5648028,3
5648075,3
5659718,10
5621952,8
5630784,1
5656798,48
5661371,3
5661424,1
5661668,9
5647675,27
5658799,10
5658849,25
5663405,12
5663563,11
5660276,11
5660334,1
5664737,3
5644539,4
5644737,4
5659384,0
5665270,3
5617536,5
5623279,6
5623440,3
5643930,4
5654193,3
5669045,7
5659869,1
5665471,19
5665599,5
5665675,2
5671354,8
5640272,2
5645375,9
5661101,3
5666900,0
5671719,11
5671742,22
5677563,18
5677623,23
5662357,5
5672867,1
5677963,7
5678000,1
5633404,0
5655739,1
5670754,17
5681948,7
5678917,8
5679081,7
5684250,0
5662834,6
5662862,3
5667764,8
5673436,9
5679952,2
5684811,9
5672961,15
5673070,5
5683293,4
5687654,6
5666513,11
5666647,4
5682809,11
5688291,19
5660595,11
5671074,11
5671112,4
5688063,10
5657825,16
5663068,14
5663166,12
5663218,7
5668540,18
5673671,12
5673829,3
5689325,0
5670249,10
5674771,1
5680080,0
5685344,13
5689960,52
5657549,3
5663859,1
5674128,15
5683875,11
5692940,9
5680750,4
5685794,5
5696137,4
5692869,4
5697364,9
5697482,2
5688100,2
5693221,4
5693528,7
5698217,4
5678124,13
5683612,2
5683724,0
5698984,42
5693021,6
5693082,12
5698371,5
5688376,3
5688430,3
5694241,76
5699423,2
5696138,4
5701077,12
5701090,3
5701276,5
5690172,20
5690252,2
5690309,10
5694683,14
5694706,19
5705082,3
5681246,10
5691702,2
5706942,20
5707021,4
5689798,16
5694986,10
5700222,2
5710568,14
5669448,9
5669502,1
5675183,3
5680659,7
5690594,8
5711175,0
5702495,1
5702521,2
5707758,12
5707949,5
5713558,6
5686200,17
5686288,4
5690888,11
5701588,12
5701593,11
5712509,3
5697863,8
5713326,3
5713364,2
5704780,10
5709914,34
5714812,5
5710668,0
5716664,8
5716733,3
5695417,8
5700782,3
5717292,6
5678190,22
5697017,2
5703078,24
5708177,14
5717981,3
5704447,8
5714159,2
5719650,6
5724311,7
5708624,6
5715099,0
5725237,2
5725374,1
5715777,48
5726551,6
5726583,21
5726869,2
5717302,2
5726940,8
5727015,2
5675938,5
5686882,3
5697067,25
5711864,10
5722406,6
5722490,4
5727696,7
5727771,0
5724377,8
5724419,9
5724493,9
5730140,0
5710275,4
5710350,7
5716123,10
5720837,4
5731576,6
5703214,4
5709232,10
5715583,8
5731301,9
5716606,1
5721528,4
5721583,11
5732438,6
5732555,14
5713793,23
5723633,3
5729200,5
5734071,20
5732696,7
5737671,13
5737772,17
5713142,24
5722972,1
5732943,8
5733142,11
5733172,22
5738181,9
5714411,25
5719408,70
5734209,1
5734484,3
5739200,2
5713410,15
5719030,29
5729778,6
5734873,5
5735053,2
5735123,11
5740742,3
5720746,6
5724923,2
5730863,21
5730916,3
5741120,5
5746545,8
5737589,2
5743065,11
5743083,24
5748760,3
5748796,0
5738985,7
5744835,9
5750042,5
5728558,11
5728656,4
5739711,1
5739782,0
5750580,5
5730631,11
5740359,11
5740478,23
5755722,11
5735208,29
5739920,6
5745490,8
5750953,32
5751052,2
5756516,2
5741818,8
5746838,5
5746888,5
5757242,4
5736643,1
5741212,6
5741214,2
5741267,2
5747061,5
5752753,2
5757886,31
5743534,37
5743545,23
5753063,3
5758464,42
5737840,44
5753558,1
5753715,0
5759150,2
5738633,8
5738831,40
5744067,1
5754571,3
5754855,12
5760262,19
5760661,12
5760785,9
5739414,10
5744576,6
5754877,32
5764810,6
5764875,6
5745886,6
5755998,6
5756103,11
5756144,11
5766438,3
5758526,12
5762712,6
5762836,5
5762959,0
5768369,1
5765057,6
5765124,19
5765175,17
5770276,5
5716942,16
5721889,10
5772964,19
5773082,0
5769219,1
5769315,28
5775049,1
5775132,5
5754224,3
5754493,23
5759878,41
5769734,33
5779703,21
5776971,0
5781704,6
5781963,2
5768613,2
5783695,1
5783770,4
5733427,20
5754081,2
5758734,11
5764298,11
5780099,20
5785510,6
5765654,10
5770917,13
5775719,9
5782585,7
5787096,6
5770016,26
5774417,7
5785493,10
5790697,5
5776331,5
5786574,1
5786697,7
5786759,12
5792049,16
5765711,1
5775262,5
5781553,13
5786483,16
5792522,3
5792552,3
5766247,8
5766291,0
5771378,8
5777617,6
5794047,22
5768389,12
5768480,2
5788772,4
5788964,11
5789001,16
5794594,15
5780809,41
5785933,3
5791435,2
5796171,9
5796392,3
5792159,20
5797117,3
5797304,5
5797312,40
5787621,0
5792955,0
5798057,3
5747732,2
5747889,16
5747987,13
5753142,1
5778100,8
5778182,4
5799424,8
5767129,150
5771740,16
5782658,12
5799043,24
5805859,2
5797860,13
5803557,0
5808611,7
5804428,5
5804465,2
5809736,7
5794640,16
5794707,17
5799843,35
5799946,18
5806465,8
5806483,0
5810638,11
5810740,9
5795936,16
5796078,6
5810447,15
5810566,5
5766522,6
5771810,1
5772018,6
5777345,2
5788228,12
5798473,9
5803392,0
5814050,14
5809051,2
5814390,28
5814709,1
5778237,2
5783339,1
5789513,12
5795612,2
5805556,8
5816695,28
5785833,2
5796851,10
5796939,21
5815993,4
5813313,1
5818837,31
5751584,4
5763416,3
5784637,6
5784638,7
5811528,5
5811745,6
5817301,6
5802926,0
5807834,13
5807928,9
5807952,15
5818057,3
5802327,6
5808138,9
5808240,19
5818492,10
5818555,3
5823691,4
5779894,20
5785107,9
5795078,2
5801008,31
5807638,2
5823572,16
5790713,8
5795278,10
5812032,9
5820715,6
5825807,7
5818850,4
5819117,11
5824600,7
5829315,3
5821501,2
5821755,7
5826345,13
5831239,0
5805922,7
5820969,3
5820979,13
5826210,35
5831919,3
5825820,15
5825829,6
5831388,9
5831594,9
5812325,20
5817474,14
5817555,25
5822423,4
5833184,26
5833378,3
5809898,4
5830747,2
5830868,16
5836176,5
5829865,4
5840490,6
5845770,5
5845822,14
5815134,9
5847945,1
5816930,19
5826882,13
5832295,20
5836881,9
5837010,8
5842980,13
5852759,0
5816421,4
5816427,0
5827446,20
5832869,20
5842813,34
5854568,3
5854818,4
5831355,1
5836395,8
5836679,2
5842487,5
5858591,10
5828625,12
5828652,0
5844188,2
5844394,4
5844406,16
5849402,10
5859459,6
5848669,4
5848940,24
5853586,12
5860004,12
5858743,3
5864166,2
5864228,3
5822827,11
5833624,5
5838735,4
5844732,2
5856036,1
5861852,6
5866129,13
5866134,13
5831615,5
5841818,34
5861330,4
5867058,4
5867320,7
5837996,1
5842083,0
5846745,12
5846789,2
5867812,1
5839937,8
5844966,4
5849670,6
5855607,5
5861191,3
5872257,5
5825208,4
5846382,17
5851168,7
5851274,5
5857363,3
5867724,2
5873007,11
5846007,1
5862461,17
5866703,1
5871885,5
5877728,4
5865408,3
5876107,2
5876278,2
5881892,7
5882164,8
5853116,4
5858357,4
5858380,7
5868494,9
5878335,9
5878463,8
5884319,16
5884401,4
5873118,7
5884638,8
5884705,9
5884876,23
5863833,5
5879925,8
5879957,8
5885203,1
5824797,4
5830256,5
5840897,4
5865209,5
5886274,47
5867834,18
5868042,4
5878250,14
5883281,4
5889127,20
5889345,4
5875348,4
5875447,8
5881676,0
5890616,6
5827931,0
5854035,8
5869344,18
5891032,10
5864601,10
5880235,16
5880245,6
5880338,12
5891480,2
5857820,5
5868457,26
5878692,28
5883642,2
5892912,10
5892926,3
5871435,3
5871482,8
5877021,23
5892495,11
5882405,24
5882433,10
5893255,10
5893531,12
5867392,22
5872789,5
5883040,0
5883064,5
5894168,6
5899835,8
5874850,5
5874917,3
5880459,8
5896028,8
5901208,3
5892176,7
5898011,4
5903006,10
5903190,3
5829543,2
5834938,6
5860632,4
5871626,7
5886965,5
5887104,6
5898497,8
5904045,8
5877753,3
5888652,4
5904612,2
5904636,20
5904732,30
5900792,7
5905579,14
5905587,8
5905728,9
5902898,4
5907645,11
5909121,28
5909144,8
5909441,7
5909452,50
5890212,15
5895073,8
5895151,6
5906317,1
5917017,8
5902560,1
5913973,3
5918328,16
5918582,20
5898180,1
5908451,12
5908469,3
5913773,5
5919432,2
5889833,16
5889880,10
5895448,8
5900522,6
5905950,4
5920853,7
5921027,4
5906693,12
5916058,23
5916226,14
5916329,27
5922254,10
5922838,13
5922900,0
5923149,1
5916855,11
5916959,9
5921635,24
5926701,3
5931799,14
5922016,14
5927573,11
5932162,5
5903228,2
5924106,3
5924111,2
5924308,2
5934495,23
5910019,3
5910281,5
5910356,3
5915916,7
5924431,22
5930020,4
5934747,13
5928412,5
5933229,4
5933261,15
5913359,3
5913396,88
5925449,26
5935413,11
5933310,6
5939392,5
5939485,7
5935642,0
5940854,13
5940982,4
5931947,4
5931971,4
5937264,9
5937405,7
5942244,3
5902161,1
5917587,54
5927767,4
5938768,10
5943591,6
5943650,6
5934686,0
5939149,5
5943954,8
5905105,38
5910467,5
5932604,1
5937978,2
5947593,12
5914744,25
5914843,4
5920294,1
5925068,3
5925158,2
5930425,5
5935968,10
5946262,26
5946618,9
5939801,21
5944176,6
5944278,22
5949566,40
5889413,35
5889424,9
5894696,36
5899549,2
5899776,1
5947780,2
5947947,10
5897093,2
5918999,4
5919184,0
5919209,3
5929403,1
5951029,3
5951200,3
5926508,2
5952500,13
5957688,1
5957764,2
5957826,19
5926033,9
5930826,22
5948167,30
5958905,6
5896863,5
5933468,1
5959608,3
5965470,16
5965510,6
5956638,4
5956906,0
5967075,5
5967300,8
5946153,2
5952094,11
5956570,8
5961333,12
5961433,9
5967593,30
5967662,4
5938303,4
5948498,3
5953096,11
5953182,4
5963880,4
5969340,0
5949607,15
5955461,7
5960674,8
5971332,21
5971402,7
5943992,6
5960260,4
5966244,20
5971153,6
5943840,9
5953549,0
5958508,11
5974323,19
5974360,44
5947999,25
5964532,3
5968965,18
5973974,6
5974273,20
5944612,21
5960066,0
5970770,15
5975429,12
5914399,5
5923168,6
5933745,3
5950806,4
5956066,17
5956207,3
5977654,3
5957873,15
5958119,6
5962963,6
5972525,11
5977728,1
5977813,3
5963402,2
5963577,14
5979048,4
5976537,5
5982132,17
5986793,35
5986899,7
5978226,8
5988204,6
5988308,4
5978587,20
5978707,6
5983681,5
5983753,2
5988982,6
5975529,17
5981107,21
5986177,33
5991301,7
5969547,1
5969607,23
5985753,5
5985798,19
5991148,3
5979073,15
5989938,3
5995350,13
5980826,2
5986772,9
5996797,16
5978005,18
5983471,18
5988568,2
5993621,7
5999379,4
5964845,3
5975224,4
5979887,4
5990255,4
6000871,4
5981905,4
5981971,6
5987820,6
5994003,11
6003082,6
5947131,11
5947207,33
5979252,6
6000069,20
6000305,1
6005842,8
5979508,7
5984665,-1
5999747,10
6009530,4
5991251,10
5996497,5
6011731,1
5982508,17
5997708,5
5997822,5
6001980,5
6002046,25
6012030,6
5929492,21
5929787,6
5945448,1
5945531,4
5951209,26
5971521,11
5976684,15
6013415,52
6005570,2
6005709,15
6015757,10
6015960,1
5975737,8
5975752,6
5975952,16
5981601,13
6001411,12
6006329,4
6016569,5
6006043,10
6010790,8
6010843,20
6010921,13
6017004,6
5996834,2
5996881,22
5996887,10
6007568,16
6018309,16
6012190,0
6017037,0
6022729,12
6022732,16
6015964,17
6021610,3
6026287,10
6004792,15
6029532,4
6029579,21
5994485,6
5994549,11
6015229,4
6030319,14
6030407,55
5987003,9
5992791,9
5998917,15
5998928,2
6007808,2
6008001,5
6033182,10
5999884,3
6000046,17
6005398,33
6020253,7
6020406,15
6036279,3
6022141,18
6026822,9
6027008,-1
6037761,8
6019507,4
6023883,14
6028921,23
6029161,4
6046387,7
5998247,3
6014542,0
6020014,5
6025687,5
6035602,0
6040479,48
6045816,3
6045943,5
6042336,6
6042387,2
6042404,1
6047724,24
5974554,19
5985264,8
6011322,9
6047527,16
6013624,9
6024494,6
6030725,2
6035381,1
6039861,10
6049269,18
6018611,50
6028159,5
6039443,5
6051050,13
6051275,5
6021838,9
6021856,10
6032691,2
6037426,4
6042004,1
6052384,13
6017863,4
6028623,7
6033290,4
6043094,21
6053603,11
6028025,23
6033570,2
6055430,4
6036357,27
6040785,15
6040886,0
6051373,4
6056754,13
6023548,32
6038255,27
6053301,35
6058781,1
6042553,-3
6047860,8
6048076,6
6063896,3
5991417,1
6034629,5
6054713,5
6064310,2
6064434,0
6064476,20
6056770,3
6061745,32
6066846,15
6046510,8
6066111,17
6066350,48
6066363,28
6072308,9
6077316,5
6052549,20
6068389,7
6079004,20
6083337,20
6083408,9
6056511,20
6061857,2
6073019,52
6084396,13
6064596,2
6064777,9
6070176,4
6070196,64
6079783,4
6085238,17
6069710,7
6075270,4
6075339,9
6085488,2
6053840,15
6059339,6
6059453,5
6068801,4
6084978,11
6055888,2
6056172,1
6071112,6
6076526,2
6081436,12
6086267,8
6071280,35
6076448,14
6086852,13
6086976,18
6070527,2
6070763,2
6086008,34
6090614,17
6090666,3
6067063,2
6071652,8
6076992,10
6082219,22
6092097,1
6090399,6
6090594,4
6094693,3
6094864,2
6079113,2
6079253,6
6079282,3
6083660,0
6098374,2
6029769,10
6041202,1
6041295,1
6046898,19
6052175,3
6057379,0
6088602,2
6094117,20
6100149,10
6057770,11
6077760,13
6082336,2
6082471,17
6103067,1
6108340,14
6085583,3
6096959,7
6102218,14
6102297,60
6108076,13
6108700,21
6108783,2
6108830,4
6054915,8
6075998,14
6076070,1
6112710,12
6112825,5
6084475,15
6084483,12
6105844,24
6110660,8
6111003,-1
6116892,0
6112997,13
6117877,12
6105015,9
6105182,1
6110540,6
6110565,5
6120422,8
6082859,18
6087887,6
6104723,1
6119153,26
6119356,3
6124394,22
6099661,3
6110292,6
6120565,2
6120589,7
6125741,12
6069112,4
6100780,22
6116149,3
6116198,3
6126723,2
6121892,2
6131735,5
6132010,19
6086981,19
6098209,13
6122505,1
6132684,2
6085424,8
6095757,5
6122635,2
6133186,6
6097029,1
6101475,5
6106336,12
6106443,2
6112220,34
6133771,13
6123401,4
6133539,2
6091804,8
6101916,6
6126339,3
6131642,1
6136601,28
6062576,41
6067127,1
6092960,6
6121513,7
6121744,22
6121792,35
6138187,2
6140433,16
6140498,4
6140537,15
6125936,9
6131119,9
6131323,5
6142244,9
6138321,0
6138328,4
6144347,25
6118693,15
6129179,10
6139935,2
6144268,10
6118814,15
6119036,29
6130312,22
6136012,5
6141390,11
6145938,8
6133889,3
6138989,7
6145241,16
6108491,11
6108607,7
6143468,4
6148097,36
6133574,47
6139225,6
6139324,10
6143224,12
6143373,12
6147806,5
6132255,8
6137424,3
6142779,6
6148809,4
6137890,2
6144966,2
6150080,12
6124440,10
6124519,5
6150851,7
6148374,1
6153297,1
6153316,3
6153330,6
6153480,10
6133236,8
6138493,13
6155093,4
6114435,38
6125143,9
6129986,6
6140856,3
6151078,16
6170259,6
6141910,9
6152518,14
6157282,11
6161812,10
6172451,5
6089148,3
6094224,-4
6141581,18
6145797,7
6151497,11
6167040,14
6172174,3
6152160,4
6172867,0
6153057,4
6153074,3
6158337,3
6163611,4
6168747,12
6168814,9
6174259,14
6159346,22
6164357,24
6169659,1
6175592,4
6145245,5
6149615,21
6149919,28
6165023,7
6178711,1
6150255,8
6155704,7
6161338,2
6166236,12
6177184,0
6163893,10
6168451,5
6182628,47
6150514,32
6155385,4
6160432,7
6186866,10
6186888,7
6147547,5
6157409,22
6172020,21
6177492,8
6187984,23
6160014,1
6165462,19
6174975,1
6180162,18
6184627,5
6190331,73
6190402,81
6140633,5
6140647,0
6165552,3
6170527,7
6196321,6
6148050,9
6169217,27
6174527,1
6174802,3
6180696,0
6196923,3
6172957,20
6173093,9
6173114,2
6179285,8
6179427,25
6185957,8
6186065,5
6196672,3
6174299,3
6189956,15
6190008,2
6200058,5
6196725,49
6203033,3
6172212,12
6172355,7
6183416,2
6188318,1
6192177,24
6203581,1
6190491,2
6195335,19
6195545,2
6200967,11
6205878,7
6205989,33
6193960,10
6199103,3
6203984,26
6209161,27
6157967,4
6179178,1
6204759,18
6204972,16
6208951,14
6208964,8
6178418,2
6178431,21
6193183,16
6208760,2
6175993,5
6201992,5
6206471,19
6216486,3
6196409,3
6201305,3
6211929,1
6212116,3
6216888,26
6208488,14
6208526,2
6217907,7
6197173,4
6206998,11
6217537,11
6205621,8
6210059,17
6215782,28
6215889,14
6215942,5
6220218,21
6220602,8
6220660,6
6220693,4
6178896,4
6183155,1
6204670,19
6219878,3
6225175,2
6206296,12
6222053,21
6227962,16
6215185,9
6215267,12
6225371,3
6231288,5
6214201,13
6224732,22
6224771,23
6229724,12
6234733,5
6176570,3
6176600,4
6176684,5
6193607,0
6204401,21
6214629,6
6214649,0
6224468,11
6224584,13
6240002,19
6236778,4
6242034,3
6242131,26
6203102,24
6212558,31
6233325,7
6233532,13
6243252,4
6243414,5
6214358,4
6223686,4
6234087,5
6245074,15
6225291,8
6230266,28
6235528,0
6235616,7
6240660,3
6245744,4
6231063,14
6236097,28
6236340,11
6236341,4
6241607,11
6246915,11
6212858,5
6212940,3
6229087,37
6229142,5
6247447,1
6216664,11
6226802,4
6237692,2
6248510,70
6222559,1
6222600,17
6238250,20
6238314,14
6250356,12
6200329,1
6215511,2
6221242,3
6240735,8
6251054,6
6232331,22
6242526,5
6247844,23
6247862,5
6258556,12
6255821,4
6256021,3
6256093,18
6261504,35
6261593,18
6252355,9
6252507,-1
6262265,24
6231907,10
6251587,4
6251762,2
6251787,14
6262648,9
6193010,20
6202547,6
6224007,8
6224158,4
6239179,11
6239373,104
6254137,14
6265596,22
6250439,5
6255641,3
6260474,3
6270588,2
6262838,4
6273560,23
6273581,4
6262289,5
6267312,13
6277829,1
6277953,7
6267753,8
6273197,2
6273221,12
6279185,8
6261237,2
6261365,3
6266415,27
6266647,2
6271731,25
6277222,12
6282687,13
6272859,14
6282403,10
6282447,6
6236480,7
6246475,3
6252063,7
6257522,5
6263453,8
6278962,17
6283821,4
6275837,6
6276005,8
6286362,14
6249148,20
6266850,6
6272155,6
6287167,4
6247152,5
6256804,6
6261956,9
6262116,2
6268031,21
6273094,22
6287908,5
6243460,12
6243514,6
6254735,9
6269927,52
6285320,4
6290511,12
6258199,11
6279441,16
6279592,2
6279643,26
6290136,2
6253444,2
6253551,2
6263714,3
6268384,9
6274166,3
6274283,6
6289227,2
6294914,14
6290149,27
6295262,17
6295321,2
6301219,8
6254913,8
6259745,18
6270805,5
6275677,9
6275695,3
6301791,5
6250685,5
6291549,4
6291555,2
6291729,7
6297085,13
6301399,40
6301492,25
6276122,4
6276380,4
6296536,23
6301885,3
6302006,5
6302057,7
6307586,7
6297248,3
6303053,11
6308521,11
6278593,13
6288660,41
6299366,4
6304473,10
6309472,22
6298584,7
6298610,6
6303752,6
6309691,4
6309725,9
6284042,4
6294707,9
6310573,6
6291247,5
6291477,12
6307934,14
6312821,9
6222360,13
6227507,1
6238881,5
6248809,10
6269218,8
6316472,5
6298882,5
6299019,17
6304073,12
6304233,1
6318755,2
6307244,5
6317705,21
6322329,1
6283735,3
6302850,4
6323296,6
6323417,16
6323513,4
6315545,7
6321392,3
6321551,12
6326350,1
6322562,8
6327845,19
6327850,3
6328070,1
6308850,0
6319086,57
6319231,21
6324070,4
6330114,34
6330185,2
6322874,9
6327074,4
6333664,10
6329589,14
6329706,9
6329857,6
6329908,6
6334777,9
6299500,13
6310688,11
6320771,6
6331868,2
6337595,2
6313079,36
6323185,6
6328771,8
6338797,1
6338802,18
6309921,10
6319551,6
6341580,2
6306832,3
6306997,5
6315983,15
6320949,6
6325849,11
6342617,11
6347384,10
6288171,2
6304808,4
6310150,1
6331023,20
6331053,7
6341026,0
6345920,12
6351204,2
6340180,11
6345501,3
6350329,6
6350490,7
6314173,4
6329462,1
6335153,8
6339793,3
6339955,2
6351028,2
6306549,6
6306738,10
6312112,9
6322247,21
6341776,9
6341784,7
6352123,20
6332145,10
6332174,3
6337878,4
6354172,10
6333698,2
6343808,1
6344131,28
6349847,4
6359139,6
6347325,3
6352927,1
6358555,3
6358688,8
6358737,24
6318597,7
6339190,3
6345052,6
6359817,10
6338885,6
6344166,10
6349447,19
6360724,22
6306388,13
6311030,5
6330399,3
6346450,6
6360594,5
6366068,0
6346521,12
6351593,10
6361177,3
6365920,10
6329030,4
6339469,26
6339602,116
6367885,10
6326440,15
6343257,10
6347862,4
6352454,5
6363253,3
6369602,13
6351777,0
6362622,5
6362683,30
6362781,14
6362847,1
6374523,29
6357041,4
6366463,4
6376644,2
6342199,1
6353015,2
6353286,33
6377454,13
6353875,2
6359514,0
6364190,26
6364333,17
6378165,4
6368609,4
6373443,16
6378904,21
6376713,5
6381250,2
6381352,1
6366188,33
6366288,9
6371092,17
6382354,40
6373029,2
6373225,12
6383278,1
6355996,1
6361741,12
6361781,15
6367064,19
6371930,5
6382139,22
6378303,12
6383914,30
6360809,0
6360931,8
6365701,1
6384979,2
6389230,8
6389291,0
6371649,4
6376144,1
6380846,13
6391439,23
6360284,7
6364886,1
6395795,8
6359847,5
6359873,2
6370538,3
6391607,3
6391694,13
6391705,22
6396429,8
6377493,10
6393266,1
6398183,5
6359234,9
6364541,2
6364600,3
6369919,20
6400413,6
6388105,12
6388194,4
6402528,50
6379840,0
6379858,4
6394181,7
6403525,8
6403737,18
6401002,7
6401090,2
6405694,13
6405787,1
6356612,6
6382587,7
6382806,16
6392931,24
6403162,5
6409510,10
6357166,11
6363154,33
6379101,25
6389580,21
6393829,6
6409200,1
6409370,29
6402743,4
6408243,5
6408346,3
6412950,6
6387745,16
6387907,6
6387941,1
6393382,7
6407691,65
6413627,2
6398342,9
6398437,4
6413947,1
6414013,4
6398854,13
6404555,17
6404671,10
6414253,3
6414384,26
6384613,0
6399856,5
6405341,49
6414589,5
6414698,0
6387342,6
6401586,19
6406693,14
6406903,2
6416958,16
6409669,12
6414976,24
6418945,3
6411357,11
6411397,16
6416050,15
6416057,2
6420182,5
6420264,24
6414032,0
6420092,3
6404845,10
6410340,31
6415702,5
6415724,20
6415747,6
6421015,6
6400637,3
6406553,15
6412382,5
6416569,0
6421657,7
6374911,26
6385695,4
6395945,4
6401289,9
6421292,2
6421372,26
6420620,12
6425287,3
6430374,12
6430382,5
6401951,7
6407122,3
6412813,72
6427478,3
6432661,8
6414494,10
6419244,17
6424829,7
6429990,6
6434309,4
6420293,5
6420323,3
6420354,1
6425595,0
6435409,3
6421936,19
6427559,0
6427709,1
6427735,9
6437790,8
6408580,7
6423016,2
6428658,4
6433108,6
6438116,52
6435868,26
6441583,23
6441594,23
6441614,8
6424032,5
6433888,5
6444812,3
6444826,32
6439624,2
6439638,3
6439733,2
6439825,3
6445573,0
6445642,3
6440386,9
6440448,15
6445927,13
6451193,2
6451200,5
6423575,8
6429594,30
6440726,1
6444923,4
6445243,1
6450803,34
6455536,2
6446279,27
6446356,7
6451452,10
6451581,2
6451626,6
6456359,56
6425923,13
6426117,9
6431281,7
6436159,2
6458175,2
6426911,17
6447885,13
6448058,0
6453561,4
6458571,19
6386423,11
6397435,3
6439868,5
6439972,6
6445274,7
6450235,5
6461945,3
6446580,2
6462956,5
6467872,2
6431517,3
6452754,13
6457085,0
6467628,4
6433482,1
6439413,1
6455032,3
6459974,1
6459983,6
6466688,5
6466713,11
6448865,5
6449033,11
6469896,2
6462343,8
6467182,3
6471932,20
6472016,7
6461989,17
6462024,5
6476203,14
6447606,8
6453040,4
6463894,1
6468897,9
6473925,32
6478651,13
6478875,12
6478914,10
6479018,6
6463271,1
6463397,5
6469449,6
6474734,14
6474811,2
6480244,4
6469915,4
6475320,6
6475472,67
6480411,1
6468304,4
6468314,7
6473071,4
6473126,8
6482908,3
6411836,0
6422211,9
6422355,3
6438570,9
6454392,22
6464432,16
6485778,8
6455822,21
6455942,8
6456045,13
6470877,9
6491731,2
6460296,8
6465844,16
6486237,1
6491159,1
6477137,3
6493843,0
6437809,10
6443221,4
6453447,12
6462578,28
6479637,4
6484968,12
6494824,8
6460993,8
6466129,7
6482004,12
6492033,26
6492074,19
6497645,7
6489351,6
6499543,24
6494936,0
6500236,12
6472743,5
6478382,5
6478506,7
6482641,30
6499012,13
6504290,1
6464080,9
6464123,7
6479232,16
6479236,13
6483796,3
6504202,5
6489731,6
6500491,3
6505870,9
6505902,0
6485807,9
6486084,6
6491471,1
6491553,5
6501592,8
6507982,13
6508033,6
6487766,9
6498251,4
6503157,5
6508916,2
6485463,54
6485703,8
6490884,4
6506859,14
6511534,25
6485379,18
6500732,4
6506518,2
6512094,7
6504211,13
6509786,6
6509791,10
6514274,40
6510251,2
6515227,5
6513078,3
6518278,9
6518291,2
6503921,16
6509298,13
6514592,6
6519673,7
6460686,13
6479789,10
6509981,4
6510012,3
6520745,6
6491251,9
6497039,6
6507359,5
6517151,51
6522358,27
6496454,5
6511443,23
6522106,18
6522134,9
6476797,5
6487300,2
6517321,5
6523075,8
6518394,17
6518518,0
6523714,10
6523886,5
6510905,2
6525666,2
6525790,11
6525804,1
6511567,4
6521286,0
6526738,5
6497743,7
6497768,3
6517977,12
6518133,15
